"id","created_at","updated_at","pc1","pc2","pc3","pc4","pc5","cluster_id","anomalies","os","device_id","keys","lock","timezone","app_name","customer_name","unlockallowed","unlocksupported","weeks","days","hours","minutes","sysbootreason","device_type","end_time"
"01H96K1MVQVPT0NT9562WBDKBN",2023-08-24 08:29:14.000 +0530,2023-08-24 08:29:14.000 +0530,-2.8897187083016065,-8.754001265739182,11.877531176803304,-0.41408915336711816,-2.80035652790861,"186",false,"0.901.102","2323LZ535GY8",user/release-keys,t,Asia/Seoul,default,,false,true,0,1,20,56,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HN677RMHNDHV54FB9C5",2023-08-03 18:44:02.000 +0530,2023-08-03 18:44:02.000 +0530,-5.727228828083513,-10.508386970942016,2.454707291486275,-2.0585100411701607,0.24509874394534562,"144",false,"0.901.96","2241LZ55H828",user/release-keys,t,America/New_York,default,,false,true,0,2,21,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPY9YEY6DZ3SS96SBGM",2023-08-31 12:01:50.000 +0530,2023-08-31 12:01:50.000 +0530,9.314622300022247,17.794779554556843,-0.8052660450383669,-4.6175578242203486,3.871865282393777,"170",false,"0.901.103","2319LZ5138S8",userdebug/release-keys,t,Asia/Taipei,default,,false,true,0,0,23,9,kernel_panic,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPY3APMMXX4TWRFT6EC",2023-08-31 23:00:54.000 +0530,2023-08-31 23:00:54.000 +0530,14.627689849594974,22.414688905906086,-1.32020916834861,-9.123995295506756,6.746392883493062,"178",true,"0.901.103","2241LZ502CE8",user/release-keys,t,Europe/Belfast,default,,false,true,0,2,2,8,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1N872Q0J1BFQFVF9MTV1",2023-08-19 15:10:05.000 +0530,2023-08-19 15:10:05.000 +0530,0.8728670957337664,-10.044395134078224,-3.0508950217278596,4.407056952945903,0.32414341113813727,"193",false,"0.901.100","2241LZ502948",user/release-keys,t,Europe/Oslo,default,,false,true,0,0,22,3,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HN5C97SKTBGS4S2PMV9",2023-08-27 17:46:11.000 +0530,2023-08-27 17:46:11.000 +0530,-6.848827036622539,-9.820655956907592,2.483325501759516,-1.2600414227514747,0.46903835006482436,"144",false,"0.901.96","2237LZ513XG8",user/release-keys,t,America/Los_Angeles,default,,false,true,5,4,13,12,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MVMN7GYM2W44WFVWP4H",2023-08-11 04:03:37.000 +0530,2023-08-11 04:03:37.000 +0530,-15.434028488832611,-0.906606547747332,-4.1059435931183135,-0.666734022957782,-0.1338936417728678,"185",false,"0.901.102","2302LZ523X48",userdebug/release-keys,t,GMT,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1N9VQ8Q6DM197CVT22RH",2023-08-31 17:28:29.000 +0530,2023-08-31 17:28:29.000 +0530,-1.8293834151319766,3.965361235102464,6.183990185146634,3.910515499135418,-0.3134681253567787,"202",false,"0.901.100","2241LZ5023D8",user/release-keys,t,Asia/Taipei,default,,false,true,0,0,3,58,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HNCW23KEQM34G914M16",2023-08-26 01:20:04.000 +0530,2023-08-26 01:20:04.000 +0530,25.46585836044665,1.7434987010902743,-1.4655933197029087,1.0487879539704716,-0.01445621349426219,"145",false,"0.901.96","2241LZ502DL8",user/release-keys,t,America/Chicago,default,,false,true,4,3,6,33,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQE2XEZA5W0GV3NHD0C",2023-08-28 13:27:41.000 +0530,2023-08-28 13:27:41.000 +0530,22.163305841940954,-11.428448116954845,-6.869133796298085,2.6613143612993664,5.119761565922132,"172",false,"0.901.103","2324LZ53M4U8",user/release-keys,t,GMT,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1NA36MXFBZ0WKZZCDZP6",2023-08-21 21:18:07.000 +0530,2023-08-21 21:18:07.000 +0530,-0.32459426669992114,6.047761884577932,24.82934391798477,13.664622221984686,-5.991949471796989,"199",false,"0.901.100","2241LZ5023V8",user/release-keys,t,America/Chicago,default,,false,true,0,3,0,10,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPGA6ZQYH6V5PMNAMWX",2023-08-31 12:17:50.000 +0530,2023-08-31 12:17:50.000 +0530,11.783468357423308,-5.029713962800148,11.874496821337544,-9.423479858910206,-2.7342180182146696,"180",false,"0.901.103","2241LZ502CN8",user/release-keys,t,America/Chicago,default,,false,true,0,6,9,26,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1NA0R8YG7EM3MSRTA8Y4",2023-08-30 00:22:11.000 +0530,2023-08-30 00:22:11.000 +0530,-3.024673176265328,6.248775037778391,13.421609458888588,6.33008660915689,1.0654827131127882,"203",false,"0.901.100","2323LZ52GZ18",user/release-keys,t,America/New_York,default,,false,true,0,0,0,23,kernel_panic,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HN77RR4Q41BWSE5TM81",2023-08-03 18:47:05.000 +0530,2023-08-03 18:47:05.000 +0530,-9.828178436835282,-2.0036269826326767,6.572626824743355,4.111147662156293,0.3088066646510561,"144",false,"0.901.96","2323LZ537BP8",user/release-keys,t,Europe/Prague,default,,false,true,0,1,5,53,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPMCZ8ARHAPG8P6NPG2",2023-08-25 07:49:30.000 +0530,2023-08-25 07:49:30.000 +0530,14.022574236352792,-6.292537699219907,4.292255877264269,-6.918807604676098,-5.997855634190908,"179",false,"0.901.103","2237LZ513VU8",userdebug/release-keys,t,America/Los_Angeles,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1N9XGB5X1RAT2DATRW2D",2023-08-08 19:12:37.000 +0530,2023-08-08 19:12:37.000 +0530,4.674672621817537,-2.104230838657937,3.1176538450795066,2.711688765217684,0.20563866152959515,"197",false,"0.901.100","2323LZ50B9R8",user/release-keys,t,Europe/Berlin,default,,false,true,0,0,0,50,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPXQB5DAT3TKDZ6KT1K",2023-08-31 23:45:48.000 +0530,2023-08-31 23:45:48.000 +0530,-8.547260853877546,0.32009108398684505,-0.8021914357941192,1.2763618784709165,-0.19262278868513688,"169",false,"0.901.103","2241LZ5027J8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,2,17,16,kernel_panic,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQBEERTT7NJJCYPRQB0",2023-08-25 17:05:11.000 +0530,2023-08-25 17:05:11.000 +0530,3.196317089789396,-3.153689034239379,-3.1420054014018066,1.5997873120659278,1.997598055856579,"171",false,"0.901.103","2241LZ5023U8",userdebug/release-keys,t,Asia/Calcutta,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1JJNM1QZE2DQFS4HZJG2",2023-08-03 11:01:02.000 +0530,2023-08-03 11:01:02.000 +0530,5.736608899427313,-0.25379771232602855,9.200013396797509,10.570939501210288,-2.2476454049013728,"165",false,"0.901.50","2323LZ52GZ28",user/release-keys,t,Asia/Dubai,default,,false,true,0,0,0,3,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPZE97V3ZYB18YXH6YG",2023-08-30 23:41:16.000 +0530,2023-08-30 23:41:16.000 +0530,-8.725931854405557,0.6133618521746175,-0.27849577959128996,0.7212366198767449,-0.30776667829802323,"169",false,"0.901.103","2325LZ51XVT8",user/release-keys,t,America/Chicago,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQ047NTCWHYQQ4K0C6Z",2023-09-01 00:19:33.000 +0530,2023-09-01 00:19:33.000 +0530,-9.575586746141857,0.9522852557965298,-1.325047811974667,1.7457841377063685,-0.47883576238546394,"169",false,"0.901.103","2241LZ502D08",user/release-keys,t,America/Los_Angeles,default,,false,true,0,5,4,2,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MVSHVW4MQ5G2F67KQ3Y",2023-08-21 19:54:36.000 +0530,2023-08-21 19:54:36.000 +0530,-14.693457306032988,0.3788280003580852,-3.233954973469009,0.9551071858545276,0.05214123798079124,"185",false,"0.901.102","2323LZ51VT58",user/release-keys,t,GMT,default,,false,true,0,0,0,0,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MVMKH0A2ZBJ4A5D6RDP",2023-08-23 02:34:09.000 +0530,2023-08-23 02:34:09.000 +0530,5.824768526998101,4.700859836743546,-1.2436638222384198,4.605041071611538,1.879781663743624,"190",false,"0.901.102","2323LZ51VSR8",user/release-keys,t,America/Dawson,default,,false,true,0,4,2,3,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQ43XC8H339XSJRASNP",2023-09-01 00:56:45.000 +0530,2023-09-01 00:56:45.000 +0530,-9.819165803424262,0.7121986030164036,-1.2599298447224465,1.7902448503849684,-0.4187896887591166,"169",false,"0.901.103","2323LZ51VTU8",user/release-keys,t,Europe/Belfast,default,,false,true,0,1,5,21,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPZ4C2WZXD8BV9FAP6B",2023-09-01 00:50:03.000 +0530,2023-09-01 00:50:03.000 +0530,-4.48459489371112,-2.97433035355717,5.273815071003396,-4.135211814034624,-0.9537226659191973,"169",false,"0.901.103","2323LZ50B918",user/release-keys,t,Asia/Taipei,default,,false,true,1,0,6,7,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1NA2PQ7N4CP1KW0PT7WP",2023-08-17 08:55:35.000 +0530,2023-08-17 08:55:35.000 +0530,-1.2482692979670666,0.5309153559611436,10.655148671470352,5.956042374687086,0.002464056808562238,"200",false,"0.901.100","2323LZ535KZ8",user/release-keys,t,Asia/Kuala_Lumpur,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HN6KC2J2BRDXKPKHHSX",2023-08-09 10:26:42.000 +0530,2023-08-09 10:26:42.000 +0530,-6.330587296489671,-9.094785367943693,1.569890549120324,-2.5322016554437115,0.0667302827451531,"144",false,"0.901.96","2323LZ535HM8",user/release-keys,t,America/Chicago,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPT3G8ZGZM3S1TM0AT0",2023-08-27 02:28:45.000 +0530,2023-08-27 02:28:45.000 +0530,-8.442906787372872,1.2786977598899743,1.3938306481929386,3.1205561230735497,-0.22966010444409582,"169",false,"0.901.103","2323LZ5172N8",user/release-keys,t,Europe/Stockholm,default,,false,true,0,2,2,52,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQEXK6WYTSN9D5ECRSA",2023-09-01 01:27:45.000 +0530,2023-09-01 01:27:45.000 +0530,-6.222946449957911,-1.2311210888555417,-2.440762570200296,1.0831532561064063,0.27625994842451035,"169",false,"0.901.103","2326LZ5175E8",user/release-keys,t,America/Denver,default,,false,true,0,3,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQMJRPJ5R067SWPM9MG",2023-08-31 08:25:59.000 +0530,2023-08-31 08:25:59.000 +0530,5.414421532817484,-10.272516560339099,-4.3554979484462155,0.9651407419012349,1.1353256832728913,"171",false,"0.901.103","2323LZ535KH8",user/release-keys,t,America/Atikokan,default,,false,true,0,0,3,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQK9VMQMV0EDF7BQ9SF",2023-08-31 04:02:45.000 +0530,2023-08-31 04:02:45.000 +0530,22.258880799769475,-11.24563680212924,-7.116324997384604,2.5447519752144547,5.0122308362761725,"172",false,"0.901.103","2323LZ52GZD8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,0,0,15,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPFNXF9FH2E0Z01HPE6",2023-09-01 01:22:27.000 +0530,2023-09-01 01:22:27.000 +0530,7.629057621086018,18.41129723806641,-0.7027182337264137,-4.130612157516237,4.438938362955762,"170",true,"0.901.103","2237LZ513X08",userdebug/release-keys,t,Asia/Taipei,default,,false,true,0,6,12,15,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPGZCD9C68ZFE783MWE",2023-08-30 15:10:29.000 +0530,2023-08-30 15:10:29.000 +0530,7.2270985079556285,15.514445558190237,-0.9787276394899079,0.2951442349306833,-3.8041778806510806,"170",false,"0.901.103","2323LZ5172Z8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,0,18,5,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1N9VR5D5NV2X5JBYHNZQ",2023-08-11 14:57:23.000 +0530,2023-08-11 14:57:23.000 +0530,-9.612849554349586,-3.264711076814666,-4.777632834900043,-3.894108409941456,-3.9236798382284204,"194",false,"0.901.100","2319LZ513A48",userdebug/release-keys,t,America/Los_Angeles,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQC8D41QXGB92Q4A1H3",2023-08-31 13:39:27.000 +0530,2023-08-31 13:39:27.000 +0530,28.66835224622575,-1.7894180195026517,-10.911369638200474,1.105063209503291,-4.189454371025496,"175",false,"0.901.103","2323LZ5173Z8",userdebug/release-keys,t,Asia/Kolkata,default,,false,true,0,1,20,47,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1JJPF7YBC8M7636N0VYH",2023-08-03 23:55:27.000 +0530,2023-08-03 23:55:27.000 +0530,-2.88758753936352,11.38649968477309,-3.9474033606121957,1.3488725215084856,-0.45227906242923394,"162",false,"0.901.50","2325LZ51XX98",user/release-keys,t,America/Los_Angeles,default,,false,true,0,0,0,2,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1NA0XF4G21SKN94G9A31",2023-08-24 15:23:50.000 +0530,2023-08-24 15:23:50.000 +0530,0.9269901056179594,-6.500138825041736,-2.3498195153824146,2.6797206065913213,2.45265293412409,"193",false,"0.901.100","2327LZ50PBP8",user/release-keys,t,Asia/Chongqing,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPVVN7YXJJ7JY68Q5K6",2023-08-31 14:13:55.000 +0530,2023-08-31 14:13:55.000 +0530,-9.74906987181195,1.1793971491706574,-1.222109631099292,1.8500485322629114,-0.34688205170501063,"169",false,"0.901.103","2324LZ50YDA8",user/release-keys,t,Asia/Hong_Kong,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPVAXT6VMMAT4TAEBTC",2023-08-31 23:24:17.000 +0530,2023-08-31 23:24:17.000 +0530,21.122264477425897,-11.89571876122632,-6.625224674948711,2.493674298297965,5.2219655904847455,"172",false,"0.901.103","2323LZ535HV8",user/release-keys,t,Europe/Belfast,default,,false,true,1,0,2,50,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HNA6ZT8BWTF545PRQFF",2023-08-07 13:29:10.000 +0530,2023-08-07 13:29:10.000 +0530,10.617077287506934,-3.971755617072005,0.48684343126941254,-0.5786665553135792,0.6419072582540216,"148",false,"0.901.96","2323LZ51VT78",user/release-keys,t,Asia/Dubai,default,,false,true,0,0,0,1,kernel_panic,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPM6W9AN59VQV5JJ99V",2023-08-31 11:36:09.000 +0530,2023-08-31 11:36:09.000 +0530,-8.48484657274123,-0.20513633837928097,-1.0424307546981177,1.371894195882732,-0.5435767879624092,"169",false,"0.901.103","2319LZ513928",userdebug/release-keys,t,GMT,default,,false,true,0,0,0,0,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPP1SMEFJ8NQC4WMA89",2023-08-31 16:42:37.000 +0530,2023-08-31 16:42:37.000 +0530,-8.537780739224802,-0.06489617067309683,0.13776770888121523,0.29895352983599444,-0.35117205188128425,"169",false,"0.901.103","2241LZ502DF8",user/release-keys,t,Europe/Warsaw,default,,false,true,0,0,6,1,kernel_panic,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1N9WRET95GJNYV80YKTJ",2023-08-22 12:32:25.000 +0530,2023-08-22 12:32:25.000 +0530,22.83214726504854,4.030432732329809,0.6047045153808033,-8.985544175981651,-2.271582771147671,"195",false,"0.901.100","2323LZ535HZ8",user/release-keys,t,Europe/Berlin,default,,false,true,1,6,21,28,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPW5X7ZWHDB0KHJGWAX",2023-08-31 22:52:46.000 +0530,2023-08-31 22:52:46.000 +0530,-8.444035638539322,0.43841018623072375,-1.171244519147201,1.098088886910533,0.5635727840893581,"169",false,"0.901.103","2241LZ5024L8",user/release-keys,t,Europe/Stockholm,default,,false,true,0,1,6,10,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1N9WXG97EPRNVZWDH5HX",2023-08-16 02:01:04.000 +0530,2023-08-16 02:01:04.000 +0530,-8.834173829634883,3.5326222640202936,-0.6197545014288867,-4.97884858310242,2.5739541744743475,"204",false,"0.901.100","2238LZ509JC8",userdebug/test-keys,t,America/Los_Angeles,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1NA1J4GXYA83M4M2Y5W9",2023-08-16 15:59:05.000 +0530,2023-08-16 15:59:05.000 +0530,3.064155716202981,29.21658110891682,-24.674316620501607,15.107843795240369,-3.9835982047800713,"198",false,"0.901.100","2241LZ5023L8",userdebug/release-keys,t,Asia/Hong_Kong,default,,false,true,0,1,0,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQMVAR0HN87AA89YYTY",2023-09-01 00:49:10.000 +0530,2023-09-01 00:49:10.000 +0530,5.29873201093925,-8.230777627015426,-4.314020662155709,0.3981054193622087,2.3764064844178447,"171",false,"0.901.103","2324LZ51P0V8",user/release-keys,t,Asia/Taipei,default,,false,true,0,0,11,30,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQN9EN7JX7EJ62HWQKH",2023-09-01 00:00:34.000 +0530,2023-09-01 00:00:34.000 +0530,-9.185428203586188,-2.132821595047848,-2.1393385588965743,0.38802323824834484,-0.15657424352098298,"169",false,"0.901.103","2319LZ51KBP8",userdebug/release-keys,t,Asia/Taipei,default,,false,true,0,0,10,27,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPRBECM8H7SKA8MVG39",2023-09-01 00:17:05.000 +0530,2023-09-01 00:17:05.000 +0530,-9.485947256908235,0.7357085497998869,-1.3564968044877923,1.4118479937535564,-0.16637348851187428,"169",false,"0.901.103","2323LZ535K68",user/release-keys,t,Australia/ACT,default,,false,true,1,0,9,56,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HND7NFT47S3ZNHAZBWR",2023-08-21 13:47:08.000 +0530,2023-08-21 13:47:08.000 +0530,-12.68021343443746,3.7489284222825923,-13.254339944870344,4.9684841154570805,-2.7678117761443404,"155",false,"0.901.96","2324LZ53M4T8",user/release-keys,t,GMT,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1HNBPV37D70SPTEVR5QY",2023-08-30 13:37:52.000 +0530,2023-08-30 13:37:52.000 +0530,2.851716189668692,8.239003983968951,-4.823720850176315,-1.539638259378859,11.806196806252585,"150",false,"0.901.96","2241LZ5029F8",user/release-keys,t,Europe/Berlin,default,,false,true,1,2,0,51,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPJXBQDA1GYNC6VCX1D",2023-08-31 21:57:11.000 +0530,2023-08-31 21:57:11.000 +0530,6.271953318739967,-6.7492471315848,16.884328031603186,-15.738690805704247,-1.553023616576912,"184",true,"0.901.103","2323LZ5172D8",user/release-keys,t,Europe/Belfast,default,,false,true,1,0,6,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQ784Q3H6AZKBH76MGQ",2023-09-01 00:02:00.000 +0530,2023-09-01 00:02:00.000 +0530,-1.8981439076797986,-4.636694905093783,5.538106141416178,-3.151737045842122,-1.2447186795372926,"171",false,"0.901.103","2323LZ535JF8",user/release-keys,t,Europe/Brussels,default,,false,true,0,3,8,27,kernel_panic,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQ8F9JD7VVEDDDY2V6B",2023-09-01 01:02:07.000 +0530,2023-09-01 01:02:07.000 +0530,-9.63733043179718,0.6778546030713946,-1.2862156868481767,1.5811108927980106,-0.445897458686968,"169",false,"0.901.103","2323LZ52GZL8",user/release-keys,t,America/Los_Angeles,default,,false,true,1,0,11,23,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPZ89G26ZP0BB1QT90C",2023-09-01 00:17:05.000 +0530,2023-09-01 00:17:05.000 +0530,3.6474627119508867,-8.401381488209877,-3.932014837765118,0.11885906315460973,2.6876212174478056,"171",false,"0.901.103","2323LZ535JL8",user/release-keys,t,Europe/Dublin,default,,false,true,1,0,8,47,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQ3PRE8GEDH34G4VB64",2023-08-31 23:53:46.000 +0530,2023-08-31 23:53:46.000 +0530,-9.329767175934242,0.22371748881703424,-1.4052023225903971,1.6132956764957527,-0.35832714318841535,"169",false,"0.901.103","2323LZ537CT8",user/release-keys,t,Australia/ACT,default,,false,true,1,0,9,5,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1NA2RZDCFY03EQWE1VP1",2023-08-16 17:41:37.000 +0530,2023-08-16 17:41:37.000 +0530,1.4758598316811156,-10.35553460171413,-4.470932350988665,3.609499998692465,0.8529651433141041,"193",false,"0.901.100","2324LZ50YEV8",user/release-keys,t,Asia/Hong_Kong,default,,false,true,0,0,0,12,cold,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQNQV5SD1YZG90BKJ4P",2023-08-31 18:58:22.000 +0530,2023-08-31 18:58:22.000 +0530,11.175709266288724,22.438263689614757,2.20163627681269,-9.45480478475842,15.627370145614583,"181",true,"0.901.103","2323LZ517258",user/release-keys,t,Europe/Oslo,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MQ0STMAW46SZS6D0ABV",2023-09-01 00:59:55.000 +0530,2023-09-01 00:59:55.000 +0530,-9.259410689464893,0.7516154719608044,-1.142769333479205,1.4271165608258276,0.027151288163901676,"169",false,"0.901.103","2241LZ502CQ8",user/release-keys,t,Africa/Algiers,default,,false,true,1,0,11,37,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1N9R93AEFD6GHK8PCZXH",2023-08-26 12:48:40.000 +0530,2023-08-26 12:48:40.000 +0530,23.36225962878741,2.083948262711745,2.2960391188818656,-5.1948944784938424,0.8612342605722869,"195",false,"0.901.100","2241LZ502BT8",user/release-keys,t,America/Chicago,default,,false,true,2,3,20,41,reboot,LogiSight,2023-09-01 01:30:00.000 +0530
"01H96K1MPNEP2WEGHSDE6R1TVP",2023-08-24 01:00:27.000 +0530,2023-08-24 01:00:27.000 +0530,30.759392748415337,1.4711473858832262,-13.797373610495475,0.4213015318362084,-10.523192295889448,"173",true,"0.901.103","2237LZ513WX8",userdebug/test-keys,t,America/Los_Angeles,default,,false,true,0,0,18,1,cold,LogiSight,2023-09-01 01:30:00.000 +0530
